Compound,Date,Negative,Neutral,Positive,Tweets Ago
-0.5106,Sat Feb 03 07:13:36 +0000 2018,0.136,0.864,0.0,294
0.0772,Sat Feb 03 07:13:36 +0000 2018,0.0,0.902,0.098,295
-0.5562,Sat Feb 03 07:13:02 +0000 2018,0.418,0.582,0.0,296
0.0,Sat Feb 03 07:11:28 +0000 2018,0.0,1.0,0.0,297
0.0,Sat Feb 03 07:11:26 +0000 2018,0.0,1.0,0.0,298
0.4019,Sat Feb 03 07:10:52 +0000 2018,0.0,0.87,0.13,299
0.0,Sat Feb 03 07:10:48 +0000 2018,0.0,1.0,0.0,300
-0.296,Sat Feb 03 08:55:46 +0000 2018,0.136,0.864,0.0,301
-0.296,Sat Feb 03 08:53:31 +0000 2018,0.145,0.855,0.0,302
-0.4215,Sat Feb 03 08:53:15 +0000 2018,0.109,0.845,0.046,303
0.6486,Sat Feb 03 08:48:37 +0000 2018,0.0,0.762,0.238,304
0.6486,Sat Feb 03 08:47:51 +0000 2018,0.0,0.762,0.238,305
0.7059,Sat Feb 03 08:43:54 +0000 2018,0.0,0.773,0.227,306
-0.5106,Sat Feb 03 08:43:38 +0000 2018,0.136,0.864,0.0,307
0.6249,Sat Feb 03 08:43:33 +0000 2018,0.0,0.683,0.317,308
0.0,Sat Feb 03 08:42:07 +0000 2018,0.0,1.0,0.0,309
-0.6408,Sat Feb 03 08:38:18 +0000 2018,0.19,0.81,0.0,310
0.3612,Sat Feb 03 08:36:58 +0000 2018,0.0,0.902,0.098,311
0.7059,Sat Feb 03 08:35:44 +0000 2018,0.0,0.754,0.246,312
-0.3071,Sat Feb 03 08:34:03 +0000 2018,0.111,0.889,0.0,313
0.6825,Sat Feb 03 08:33:24 +0000 2018,0.0,0.805,0.195,314
-0.5106,Sat Feb 03 08:33:23 +0000 2018,0.136,0.864,0.0,315
0.3612,Sat Feb 03 08:28:58 +0000 2018,0.0,0.872,0.128,316
0.0,Sat Feb 03 08:28:30 +0000 2018,0.0,1.0,0.0,317
0.0,Sat Feb 03 08:25:21 +0000 2018,0.0,1.0,0.0,318
-0.3725,Sat Feb 03 08:24:21 +0000 2018,0.169,0.721,0.11,319
0.8164,Sat Feb 03 08:24:01 +0000 2018,0.0,0.586,0.414,320
-0.5106,Sat Feb 03 08:20:36 +0000 2018,0.136,0.864,0.0,321
-0.296,Sat Feb 03 08:18:11 +0000 2018,0.104,0.896,0.0,322
0.0,Sat Feb 03 08:15:27 +0000 2018,0.0,1.0,0.0,323
0.0,Sat Feb 03 08:14:28 +0000 2018,0.0,1.0,0.0,324
0.0772,Sat Feb 03 08:13:35 +0000 2018,0.0,0.909,0.091,325
